category,query_group,query,best_rank,url,title,body_char_count,image_count,heading_count,quality_score,quality_eligible,fetch_verdict,collected_at
travel,taiwan,대만 타이베이 패키지여행 후기,4,https://blog.naver.com/kidult93/224379949938,대만 타이베이 2박 3일 패키지 일정 코스 경비 부모님 해외 여행지 추천,1414,54,12,87,True,strong_ok,2026-08-30T00:15:30+09:00
travel,taiwan,타이페이 단수이 여행 코스 후기,4,https://blog.naver.com/whkang95/224374400225,대만_타이베이 (3박 4일)_ 2일차_단수이 스펀 지우펀 하루 코스,3283,29,12,95,True,strong_ok,2026-08-30T00:15:29+09:00
travel,vietnam,다낭 패키지여행 후기 일정,4,https://blog.naver.com/promiseh2/224382087738,다낭 호이안 패키지! 5성호텔 바나힐 전신마사지 5일/299000원 솔직후기!,2733,26,12,85,True,strong_ok,2026-08-30T00:15:30+09:00
travel,vietnam,나트랑 패키지여행 후기,3,https://blog.naver.com/hihihim1/224373590325,빈펄랜드 나트랑 자유여행 3박5일 일정 실속 투어 패키지 추천,1622,49,12,87,True,strong_ok,2026-08-30T00:15:23+09:00
travel,thailand,방콕 패키지여행 후기 코스,4,https://blog.naver.com/abql4365/224374915057,[내돈내산] 하나투어 방콕&파타야 패키지 여행 필수 코스 추천 총정리 복장 꿀팁,1052,19,12,75,True,strong_ok,2026-08-30T00:15:30+09:00
travel,indonesia,발리 패키지여행 후기 일정,4,https://blog.naver.com/planner_h/224377769934,"발리 허니문 패키지 5박7일 일정 후기 (동부투어, 발리스윙, 풀빌라 호캉스)",1815,16,12,87,True,strong_ok,2026-08-30T00:15:31+09:00
travel,europe,스페인 포르투갈 패키지여행 후기,4,https://blog.naver.com/thsrbdh815/224388260652,"스페인·포르투갈로 떠나는 유럽여행 세미패키지, 자유와 편안함을 함께 담은 9일 코스",2064,6,12,91,True,strong_ok,2026-08-30T00:15:31+09:00
travel,europe,이탈리아 패키지여행 후기 일정,4,https://blog.naver.com/laspeciale/224387467668,스위스 이탈리아 9일 노쇼핑 패키지 후기 부모님과 함께한 2국 여행,3111,11,12,95,True,strong_ok,2026-08-30T00:15:31+09:00
travel,europe,스위스 패키지여행 후기 코스,4,https://blog.naver.com/seamonster1517/224388209415,스위스 융프라우 인터라켄 가이드투어 가격 후기 예약방법 할인 코스 총정리,1350,14,12,77,True,strong_ok,2026-08-30T00:15:32+09:00
travel,europe,동유럽 패키지여행 후기,4,https://blog.naver.com/hayanii92/224387439150,"동유럽 패키지 자유여행 비교, 체오헝 3국 노랑풍선 가격 일정 후기",2158,30,12,85,True,strong_ok,2026-08-30T00:15:32+09:00
travel,europe,튀르키예 패키지여행 후기 일정,4,https://blog.naver.com/powerofguy2/224382139318,튀르키예 여행 10월 날씨 이스탄불 카파도키아 세미패키지 후기,3366,38,12,95,True,strong_ok,2026-08-30T00:15:32+09:00
travel,americas,미국 뉴욕 패키지여행 후기,4,https://blog.naver.com/jxwtoibsnpsf/224386979524,"뉴욕, 워싱턴, 나이아가라 7일 패키지 여행 상세 소개",2026,15,12,95,True,strong_ok,2026-08-30T00:15:32+09:00
travel,oceania,호주 시드니 패키지여행 후기,4,https://blog.naver.com/planner_h/224375436994,호주 신혼여행 ｜시드니 + 골드코스트 6박8일 일정 후기,1902,19,12,87,True,strong_ok,2026-08-30T00:15:33+09:00
travel,pacific,괌 패키지여행 후기 일정,4,https://blog.naver.com/43dsdio8sdf/224382534778,괌 패키지 여행 4박5일 일정과 비용 총정리 (별빛투어·마린크루즈 포함),1609,17,12,87,True,strong_ok,2026-08-30T00:15:33+09:00
travel,pacific,사이판 패키지여행 후기,4,https://blog.naver.com/begintrip/224387258009,사이판 코럴오션 골프 예약·할인·패키지 완벽 가이드 🏌️ 추천부터 예약까지 한번에!,5059,11,12,95,True,strong_ok,2026-08-30T00:15:33+09:00
travel,hongkong,홍콩 마카오 패키지여행 후기,4,https://blog.naver.com/danzzak78/224386117460,홍콩 마카오 여행 아시아나항공 포함 가성비 패키지여행,2128,35,12,95,True,strong_ok,2026-08-30T00:15:34+09:00
travel,china,장가계 패키지여행 후기 일정,4,https://blog.naver.com/dlsl3164/224383052568,중국 장가계 여행 가장 편하게 할 수 있는 현지패키지 판다투어 다녀온 후기,969,18,12,75,True,strong_ok,2026-08-30T00:15:34+09:00
travel,canada,캐나다 패키지여행 후기 코스,4,https://blog.naver.com/bian258/224388737852,중국 구채구 여행 청두 구채구 패키지 4박 5일 가족여행 일정 비용,2639,36,12,95,True,strong_ok,2026-08-30T00:15:34+09:00
travel,cruise,크루즈 패키지여행 후기 일정,4,https://blog.naver.com/mimibeauty77/224384587502,2026년 코스타세레나 전세 크루즈 한중일 아시아 5박6일 | 내돈내산 후기 패키지여행 가격 1편,1164,23,12,75,True,strong_ok,2026-08-30T00:15:34+09:00
travel,japan,일본 패키지여행 후기 일정,5,https://blog.naver.com/tkfmxmfm77/224381318754,2026년 7월 맑고 푸른 삿포로패키지여행1탄(모두투어 3박4일 일정으로 함께했던 솔직후기),2677,45,12,95,True,strong_ok,2026-08-30T00:15:35+09:00
travel,japan,오사카 패키지여행 후기 코스,5,https://blog.naver.com/elly95_/224382779852,[일본] 오사카 패키지 여행 교토 아라시야마 당일치기 코스,1694,37,12,87,True,strong_ok,2026-08-30T00:15:35+09:00
travel,japan,도쿄 패키지여행 후기 일정,5,https://blog.naver.com/ne4102/224376444815,"[여행일기] 도쿄여행 패키지 여행_노랑풍선 패키지 후기(오다이바/후지산 파노라마 로프웨이, 오시노 핫카이, 아시노코, 하코네 신사/아사쿠사)",4104,42,12,95,True,strong_ok,2026-08-30T00:15:35+09:00
travel,japan,오키나와 패키지여행 후기,5,https://blog.naver.com/jjtour5565/224363694798,부산_오키나와_2박3일 #일본 #LJ / 부산 오키나와 패키지 2박3일 여행사 / 김해공항,1261,4,12,73,True,strong_ok,2026-08-30T00:15:36+09:00
travel,taiwan,대만 타이베이 패키지여행 후기,5,https://blog.naver.com/lifeofbliss/224317738340,3박4일 대만여행 경비 대만 타이베이 패키지여행 일정 총정리 후기,2392,39,12,95,True,strong_ok,2026-08-30T00:15:36+09:00
travel,taiwan,타이페이 단수이 여행 코스 후기,5,https://blog.naver.com/hiclass91/224366691055,[타이페이 여행] 타이완 여행 필수코스✨ 예스폭지 버스투어 패키지 솔직후기,1487,26,12,87,True,strong_ok,2026-08-30T00:15:37+09:00
travel,vietnam,다낭 패키지여행 후기 일정,5,https://blog.naver.com/pinkyluv83/224378779203,베트남 다낭 여행 준비 지도 항공권 단독 다낭 패키지 여행,2382,46,12,95,True,strong_ok,2026-08-30T00:15:37+09:00
travel,vietnam,나트랑 패키지여행 후기,5,https://blog.naver.com/jymiin77/224386994920,나트랑 달랏 패키지 여행 추천 NO팁 NO옵션 5성급 하얏트 호텔 코스 후기,2305,30,12,95,True,strong_ok,2026-08-30T00:15:37+09:00
travel,thailand,방콕 패키지여행 후기 코스,5,https://blog.naver.com/chldoghk9641/224378097589,"태국 중부 선택형 옵션 여행 패키지, 방콕·아유타야·깐짜나부리 5일 코스",4211,6,12,91,True,strong_ok,2026-08-30T00:15:37+09:00
travel,indonesia,발리 패키지여행 후기 일정,5,https://blog.naver.com/tkfkd1581/224380277091,팜투어 신혼여행패키지 인천 계약후기｜발리 5박7일계약,1375,6,12,83,True,strong_ok,2026-08-30T00:15:37+09:00
travel,europe,스페인 포르투갈 패키지여행 후기,5,https://blog.naver.com/kitchentheone/224379417239,스페인 포르투갈 패키지 7박9일 아시아나항공 바르셀로나 마드리드 여행,1978,27,12,87,True,strong_ok,2026-08-30T00:15:38+09:00
