category,query_group,query,best_rank,url,title,body_char_count,image_count,heading_count,quality_score,quality_eligible,fetch_verdict,collected_at
travel,thailand,방콕 패키지여행 후기 코스,3,https://blog.naver.com/runtoyou808/224375348917,방콕 패키지 여행 부모님과 함께 떠나는 노쇼핑 방콕 세미패키지 고르는 방법,2618,29,10,95,True,strong_ok,2026-08-30T00:15:23+09:00
travel,indonesia,발리 패키지여행 후기 일정,3,https://blog.naver.com/4bubuss/224374299551,인도네시아 발리 여행 우붓 단독투어 예약 후기,2338,36,12,95,True,strong_ok,2026-08-30T00:15:24+09:00
travel,europe,스페인 포르투갈 패키지여행 후기,3,https://blog.naver.com/lifeislovelytravel/224382944942,유럽 신혼여행 스페인 포르투갈 여행 코스 2주 일정 추천,2950,34,12,95,True,strong_ok,2026-08-30T00:15:24+09:00
travel,europe,이탈리아 패키지여행 후기 일정,3,https://blog.naver.com/si_yon/224383332543,이탈리아 신혼여행 노마드트래블 7박9일 세미패키지 예약 후기,1558,7,12,83,True,strong_ok,2026-08-30T00:15:24+09:00
travel,europe,스위스 패키지여행 후기 코스,3,https://blog.naver.com/brightly29/224378409431,"서유럽 세미패키지 여행사 후기, 버블프렌즈와 함께한 추천코스",2447,26,12,95,True,strong_ok,2026-08-30T00:15:25+09:00
travel,europe,동유럽 패키지여행 후기,3,https://blog.naver.com/erinhottie/224374261686,"동유럽패키지 vs 자유여행, 체코 오스트리아 헝가리 동유럽여행 후기",3258,36,12,95,True,strong_ok,2026-08-30T00:15:26+09:00
travel,europe,튀르키예 패키지여행 후기 일정,3,https://blog.naver.com/byura_lab/224389019637,파묵칼레 열기구 후기·가격｜에페소 포함 아시아나 직항 튀르키예(터키)여행 패키지 추천,4675,58,12,95,True,strong_ok,2026-08-30T00:15:25+09:00
travel,europe,프랑스 파리 패키지여행 후기,3,https://blog.naver.com/kuku_ju/224306317029,서유럽 세미 패키지 여행 코스 가격 여자 혼자 후기 + 프랑스 스위스,2582,32,12,95,True,strong_ok,2026-08-30T00:15:26+09:00
travel,americas,미국 뉴욕 패키지여행 후기,3,https://blog.naver.com/topkkss/224386794853,"[이달의 특가]미동부 캐나다 10일 패키지 후기, 뉴욕 퀘벡 나이아가라 힐튼 폭포뷰 409만원대",4580,15,12,95,True,strong_ok,2026-08-30T00:15:26+09:00
travel,oceania,호주 시드니 패키지여행 후기,3,https://blog.naver.com/loveu12me/224382096366,호주 시드니 5박 6일 여행 코스 완벽 타임라인 패키지 일정 총정리,2344,7,12,91,True,strong_ok,2026-08-30T00:15:27+09:00
travel,pacific,괌 패키지여행 후기 일정,3,https://blog.naver.com/kitchentheone/224380899267,괌 롯데호텔 3박5일 가족여행 에어텔 가격 인피니티풀 후기,1314,27,12,87,True,strong_ok,2026-08-30T00:15:27+09:00
travel,pacific,사이판 패키지여행 후기,3,https://blog.naver.com/cloudtrip_/224383067453,🏨 사이판 켄싱턴 호텔 추천 & 특가 예약 꿀팁 | 사이판조아닷컴 할인쿠폰 프로모션까지,4601,20,12,95,True,strong_ok,2026-08-30T00:15:27+09:00
travel,hongkong,홍콩 마카오 패키지여행 후기,3,https://blog.naver.com/only_tour/224385634462,홍콩 마카오 여행을 패키지로 간다면 요즘은 프라이빗 대세,2017,17,12,95,True,strong_ok,2026-08-30T00:15:27+09:00
travel,china,장가계 패키지여행 후기 일정,3,https://blog.naver.com/topkkss/224387300137,[인천출발 아시아나항공 노팁 노옵션 노쇼핑] 중국 장가계 패키지여행 3박 5일 인플루언서 강력추천,3745,24,12,95,True,strong_ok,2026-08-30T00:15:28+09:00
travel,cruise,크루즈 패키지여행 후기 일정,3,https://blog.naver.com/jyfool/224378846513,"괌 자유여행 5박6일 일정 추천 렌트카, 별빛투어, 마린크루즈 후기",1857,16,12,87,True,strong_ok,2026-08-30T00:15:28+09:00
travel,japan,오사카 패키지여행 후기 코스,4,https://blog.naver.com/kitchentheone/224387129425,오사카 교토 패키지 3박 4일 가격 아라시야마 노면전차 천연온천 일정 후기,1588,36,12,87,True,strong_ok,2026-08-30T00:15:28+09:00
travel,japan,도쿄 패키지여행 후기 일정,4,https://blog.naver.com/gomda-/224380145337,도쿄 자유여행ㅣ클룩 나리타 익스프레스 왕복 티켓 발권부터 신주쿠역 후기,5386,39,12,95,True,strong_ok,2026-08-30T00:15:29+09:00
travel,japan,오키나와 패키지여행 후기,4,https://blog.naver.com/ryangolftour/224387593198,일본골프여행추천 3색 오키나와골프패키지 정보 예약 라운딩후기 및 공략팁,2121,38,12,95,True,strong_ok,2026-08-30T00:15:29+09:00
